File Name,Author List,Science Search Facet,Product Name,Product Processing Level,Facility,Instrument,Target Name,Target Type,Start Time,Product Description,Stop Time
apd.csv,"Lupishko, D.",Historical Reference,APD Table,Calibrated,Literature,Literature,Multiple,Asteroid,1959-02-17,"Asteroid Polarimetry Database",2018-06-16
