File Name,Author List,Science Search Facet,Product Name,Product Processing Level,Facility,Instrument,Target Name,Target Type,Start Time,Product Description,Stop Time
apdrefs.csv,"Lupishko, D.",Historical Reference,Reference Table,Calibrated,Literature,Literature,Multiple,Asteroid,N/A,"Asteroid Polarimetry Database",N/A
