File Name,Author List,Science Search Facet,Product Name,Product Processing Level,Observing System Bookmark,Target Name,Target Type,Start Time,Product Description,Stop Time
Database2019_table.csv,"Lupishko, D.",Historical Reference,APD Table,Calibrated,NAME,Multiple,Asteroid,N/A,"Asteroid Polarimetry Database",N/A
